seqnames	start	end	width	strand	Conc	Conc_DOX	Conc_none	Fold	p.value	FDR	peak	feature	start_position	end_position	feature_strand	insideFeature	distancetoFeature	shortestDistance	fromOverlappingOrNearest	symbol	ENTREZID
chr3	149385138	149387260	2123	*	6.81	7.23	6.21	1.02	0.00481	0.0971	4267	ENSG00000243885	149384179	149385800	-	overlapStart	662	662	NearestLocation	NA	NA
chr3	171021282	171023724	2443	*	6.91	7.32	6.32	1	0.00485	0.0977	4469	ENSG00000163581	170996348	171026750	-	inside	5468	3026	NearestLocation	SLC2A2	6514
chr2	75594684	75595812	1129	*	6.6	7	6.06	0.94	0.00495	0.0995	2776	ENSG00000230477	75598071	75598559	+	upstream	-3387	2259	NearestLocation	NA	NA
chr5	115292697	115293735	1039	*	5.38	5.91	4.52	1.4	0.00495	0.0995	6440	ENSG00000164221	115267188	115296831	-	inside	4134	3096	NearestLocation	CCDC112	153733
chr3	174780388	174781100	713	*	3.44	4.38	-0.16	4.54	0.005	0.0999	5009	ENSG00000253020	174631823	174632064	+	downstream	148565	148324	NearestLocation	NA	NA
chr5	159759885	159760597	713	*	5.04	5.63	4.02	1.61	0.005	0.0999	6662	ENSG00000254199	159748233	159761061	-	inside	1176	464	NearestLocation	NA	NA
chr4	57214690	57217674	2985	*	6.52	6.94	5.93	1.01	0.00501	0.0999	6108	ENSG00000250192	57154577	57156452	+	downstream	60113	58238	NearestLocation	NA	NA
chr3	173690691	173691299	609	*	4.66	5.46	2.68	2.78	0.00502	0.0999	4846	ENSG00000237645	173644231	173644711	+	downstream	46460	45980	NearestLocation	NA	NA
chr6	45160964	45162382	1419	*	5.44	6.01	4.48	1.53	0.00502	0.0999	7080	ENSG00000219384	45158870	45159511	+	downstream	2094	1453	NearestLocation	NA	NA
chr4	176305	178528	2224	*	6.39	6.8	5.82	0.98	0.00504	0.1	6042	ENSG00000250892	201409	205009	-	downstream	28704	22881	NearestLocation	NA	NA
chr3	178532624	178533794	1171	*	6.08	6.59	5.26	1.33	0.00509	0.101	5491	ENSG00000271131	178493327	178493810	-	upstream	-38814	38814	NearestLocation	NA	NA
chr1	58804276	58804776	501	*	4.78	5.49	3.32	2.17	0.00522	0.103	215	ENSG00000272226	58812808	58813342	-	downstream	9066	8032	NearestLocation	NA	NA
chr3	120113345	120115140	1796	*	6.45	6.89	5.8	1.09	0.00526	0.104	4180	ENSG00000244308	120110498	120110786	-	upstream	-2559	2559	NearestLocation	NA	NA
chr3	173200089	173202779	2691	*	6.98	7.36	6.46	0.9	0.00533	0.105	4763	ENSG00000237473	173153737	173336965	+	inside	46352	46352	NearestLocation	NA	NA
chr1	83562654	83564842	2189	*	6.08	6.53	5.44	1.08	0.00535	0.105	754	ENSG00000231364	83446053	83454771	+	downstream	116601	107883	NearestLocation	NA	NA
chr6	24990239	24992477	2239	*	7.72	8.1	7.18	0.92	0.00537	0.105	6949	ENSG00000214975	24976419	24976982	+	downstream	13820	13257	NearestLocation	NA	NA
chr5	122319552	122320482	931	*	5.61	6.12	4.8	1.32	0.0054	0.105	6451	ENSG00000249621	122321291	122323358	-	downstream	3806	809	NearestLocation	NA	NA
chr7	33231107	33232011	905	*	4.54	5.36	2.49	2.86	0.0054	0.105	8093	ENSG00000224946	33276834	33277091	-	downstream	45984	44823	NearestLocation	NA	NA
chr10	110864644	110865901	1258	*	6.06	6.53	5.36	1.16	0.00544	0.106	1536	ENSG00000232470	110869743	110871594	+	upstream	-5099	3842	NearestLocation	NA	NA
chr7	94038763	94041254	2492	*	6.41	6.85	5.78	1.08	0.00544	0.106	8911	ENSG00000236453	94022833	94066661	+	inside	15930	15930	NearestLocation	NA	NA
chr12	49060529	49061110	582	*	5.36	5.97	4.29	1.68	0.00544	0.106	1888	ENSG00000167548	49018975	49059774	-	upstream	-755	755	NearestLocation	KMT2D	8085
chr7	30250523	30252273	1751	*	6.49	6.92	5.89	1.03	0.00549	0.106	7972	ENSG00000180233	30284307	30412502	+	upstream	-33784	32034	NearestLocation	ZNRF2	223082
chr6	46245733	46248954	3222	*	6.69	7.21	5.89	1.31	0.00549	0.106	7177	ENSG00000229349	46204729	46207386	+	downstream	41004	38347	NearestLocation	NA	NA
chr3	176003337	176004211	875	*	5.49	6.01	4.64	1.37	0.00552	0.107	5173	ENSG00000230362	175977497	175978570	-	upstream	-24767	24767	NearestLocation	NA	NA
chr3	178817325	178818654	1330	*	5.72	6.2	5	1.2	0.00562	0.108	5547	ENSG00000237978	178526505	178860405	-	inside	43080	41751	NearestLocation	NA	NA
chr15	71280426	71281455	1030	*	5.98	6.43	5.34	1.09	0.00565	0.109	2149	ENSG00000212664	71341158	71341712	-	downstream	61286	59703	NearestLocation	NA	NA
chr1_KI270761v1_alt	55982	58271	2290	*	5.45	5.96	4.67	1.29	0.00566	0.109	1270	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	10803652	10804622	971	*	6.08	6.52	5.42	1.1	0.00572	0.109	3602	ENSG00000132164	10816200	10940733	+	upstream	-12548	11578	NearestLocation	SLC6A11	6538
chr2	38178238	38179756	1519	*	6.3	6.74	5.67	1.06	0.00574	0.109	2529	ENSG00000273006	38193348	38193629	+	upstream	-15110	13592	NearestLocation	NA	NA
chr4	128369702	128372335	2634	*	7.07	7.5	6.45	1.05	0.00575	0.109	6155	ENSG00000251432	128292751	128519394	+	inside	76951	76951	NearestLocation	LINC02615	100507487
chr1	42845641	42846274	634	*	5.89	6.45	4.95	1.5	0.00576	0.109	59	ENSG00000228192	42834681	42846422	-	inside	781	148	NearestLocation	NA	NA
chr6	48300806	48302165	1360	*	5.51	6	4.74	1.27	0.00578	0.11	7398	ENSG00000216835	48213604	48214794	-	upstream	-86012	86012	NearestLocation	NA	NA
chr6	51387575	51389335	1761	*	6.16	6.59	5.56	1.03	0.00578	0.11	7516	ENSG00000270306	51385282	51385849	-	upstream	-1726	1726	NearestLocation	NA	NA
chr22	16774842	16775898	1057	*	7.46	7.83	6.96	0.87	0.0058	0.11	3409	ENSG00000235343	16746869	16748645	-	upstream	-26197	26197	NearestLocation	LINC01665	101929350
chr6	12440973	12441749	777	*	4.84	5.53	3.5	2.03	0.00591	0.112	6881	ENSG00000223321	12406486	12406781	-	upstream	-34192	34192	NearestLocation	NA	NA
chr1	147540000	147541241	1242	*	6	6.44	5.37	1.07	0.00594	0.112	1047	ENSG00000116128	147541412	147626216	+	upstream	-1412	171	NearestLocation	BCL9	607
chr2	117814475	117815905	1431	*	6.05	6.96	3	3.96	0.00601	0.113	3013	ENSG00000088205	117814650	117832379	+	overlapStart	-175	175	NearestLocation	DDX18	8886
chr2	138084124	138085278	1155	*	5.41	5.92	4.63	1.29	0.00603	0.113	3057	ENSG00000224231	138101884	138105905	+	upstream	-17760	16606	NearestLocation	NA	NA
chr3	178277170	178278210	1041	*	5.13	5.79	3.88	1.9	0.00605	0.113	5442	ENSG00000197584	178272932	178844429	+	inside	4238	4238	NearestLocation	KCNMB2	10242
chr6	51415310	51417955	2646	*	6.59	7.06	5.89	1.17	0.00606	0.113	7522	ENSG00000232702	51410081	51410537	-	upstream	-4773	4773	NearestLocation	NA	NA
chr8	128175470	128177570	2101	*	6.59	7.06	5.88	1.18	0.00607	0.113	9335	ENSG00000221261	128150116	128150188	+	downstream	25354	25282	NearestLocation	MIR1208	100302281
chr13	91348367	91349594	1228	*	6.52	7.05	5.67	1.38	0.00607	0.113	1974	ENSG00000215417	91347820	91354579	+	inside	547	547	NearestLocation	MIR17HG	407975
chr12	64404579	64405300	722	*	5.11	5.68	4.15	1.53	0.00608	0.113	1891	ENSG00000184575	64404350	64451127	+	inside	229	229	NearestLocation	XPOT	11260
chr6	9083204	9084268	1065	*	4.8	5.47	3.52	1.95	0.00617	0.114	6769	ENSG00000225775	9124221	9161777	-	downstream	78573	39953	NearestLocation	NA	NA
chr3	101070971	101072669	1699	*	5.72	6.21	4.97	1.24	0.0062	0.115	3778	ENSG00000154175	100749156	100993515	-	upstream	-77456	77456	NearestLocation	ABI3BP	25890
chr6	50698576	50699927	1352	*	5.07	5.84	3.32	2.53	0.00625	0.115	7484	ENSG00000008197	50713828	50772988	+	upstream	-15252	13901	NearestLocation	TFAP2D	83741
chrUn_KI270746v1	30276	31066	791	*	4.98	5.58	3.93	1.65	0.00633	0.117	9629	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr3	169639954	169641778	1825	*	6.15	6.58	5.53	1.05	0.00636	0.117	4384	ENSG00000242795	169613510	169623951	-	upstream	-16003	16003	NearestLocation	NA	NA
chr3	112976931	112978260	1330	*	5.62	6.17	4.73	1.44	0.00641	0.118	3995	ENSG00000163606	112921209	112975122	-	upstream	-1809	1809	NearestLocation	CD200R1	131450
chr1	66295189	66296818	1630	*	6.04	6.49	5.37	1.12	0.00651	0.119	505	ENSG00000223152	66094461	66094546	-	upstream	-200643	200643	NearestLocation	NA	NA
chr3	169163145	169164522	1378	*	6.44	6.84	5.89	0.95	0.00651	0.119	4294	ENSG00000241383	169003074	169005466	+	downstream	160071	157679	NearestLocation	NA	NA
chr5	150762462	150764040	1579	*	6.48	6.89	5.9	0.98	0.00661	0.121	6573	ENSG00000132912	150708440	150759109	-	upstream	-3353	3353	NearestLocation	DCTN4	51164
chr1	66545663	66546791	1129	*	5.34	5.86	4.53	1.33	0.00667	0.122	531	ENSG00000118473	66533383	66748299	+	inside	12280	12280	NearestLocation	SGIP1	84251
chr8	68177315	68178268	954	*	4.24	5.08	2.02	3.06	0.00673	0.122	9225	ENSG00000254051	68176768	68177221	+	downstream	547	94	NearestLocation	NA	NA
chr6	24583023	24584059	1037	*	6.66	7.04	6.14	0.9	0.00674	0.122	6935	ENSG00000218186	24598012	24599790	+	upstream	-14989	13953	NearestLocation	NA	NA
chr3	175731268	175733572	2305	*	6.87	7.25	6.34	0.92	0.00675	0.122	5133	ENSG00000214192	175718231	175718670	-	upstream	-12598	12598	NearestLocation	NA	NA
chr1	60691767	60695328	3562	*	7.05	7.41	6.59	0.82	0.00676	0.122	301	ENSG00000226476	60540249	60640491	-	upstream	-51276	51276	NearestLocation	LINC01748	105378763
chr1	42197189	42197925	737	*	4.3	5.06	2.57	2.49	0.00682	0.123	50	ENSG00000197273	42162691	42164718	-	upstream	-32471	32471	NearestLocation	GUCA2A	2980
chr15	85122779	85126523	3745	*	5.98	6.44	5.3	1.14	0.00694	0.125	2180	ENSG00000259270	85178628	85178806	-	downstream	56027	52105	NearestLocation	NA	NA
chr3	171856222	171857152	931	*	6.08	6.52	5.44	1.07	0.00695	0.125	4613	ENSG00000186329	171843349	171938715	+	inside	12873	12873	NearestLocation	TMEM212	389177
chr11	91859057	91860461	1405	*	5.69	6.34	4.45	1.89	0.00697	0.125	1704	ENSG00000255332	91794362	91812294	+	downstream	64695	46763	NearestLocation	NA	NA
chr3	114383193	114384864	1672	*	6.27	6.71	5.63	1.07	0.00698	0.125	4025	ENSG00000241560	114351811	114388978	+	inside	31382	4114	NearestLocation	ZBTB20-AS1	100131117
chr17	61737819	61738653	835	*	5.46	5.96	4.67	1.29	0.00708	0.127	2315	ENSG00000136492	61681266	61863521	-	inside	125702	56553	NearestLocation	BRIP1	83990
chr5	90557436	90558153	718	*	5.48	5.99	4.69	1.29	0.00709	0.127	6346	ENSG00000176018	90515611	90529584	-	upstream	-27852	27852	NearestLocation	LYSMD3	116068
chrUn_KI270751v1	115166	116494	1329	*	5.79	6.33	4.92	1.41	0.00711	0.127	9637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr8	127794443	127796255	1813	*	7.19	8.03	4.93	3.11	0.00715	0.127	9334	ENSG00000249859	127794533	128101253	+	overlapStart	-90	90	NearestLocation	PVT1	5820
chr7	41113224	41114439	1216	*	5.6	6.09	4.86	1.23	0.00715	0.127	8631	ENSG00000224017	41101604	41133507	+	inside	11620	11620	NearestLocation	LINC01449	101928773
chr7	93946291	93949232	2942	*	6.83	7.33	6.07	1.26	0.00719	0.127	8900	ENSG00000278959	93954044	93956519	-	downstream	10228	4812	NearestLocation	NA	NA
chr3	171619334	171620089	756	*	5.34	5.91	4.41	1.5	0.0072	0.127	4576	ENSG00000234594	171534423	171534615	+	downstream	84911	84719	NearestLocation	NA	NA
chr3	179939972	179941360	1389	*	5.68	6.21	4.85	1.36	0.00726	0.128	5605	ENSG00000244302	179898229	179921895	+	downstream	41743	18077	NearestLocation	PEX5L-AS2	101928790
chr13	30234477	30235404	928	*	4.67	5.46	2.77	2.69	0.00728	0.128	1944	ENSG00000266816	30206616	30206699	-	upstream	-27778	27778	NearestLocation	NA	NA
chrUn_KI270746v1	24018	25142	1125	*	5.44	5.97	4.58	1.39	0.00744	0.131	9627	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr10	88896379	88897798	1420	*	6.92	7.28	6.43	0.85	0.00746	0.131	1453	ENSG00000138134	88879734	88975153	+	inside	16645	16645	NearestLocation	STAMBPL1	57559
chr3	177693288	177694543	1256	*	5.68	6.18	4.93	1.25	0.00747	0.131	5348	ENSG00000277241	177700346	177701072	-	downstream	7784	5803	NearestLocation	NA	NA
chr7	94632226	94633302	1077	*	5.81	6.26	5.15	1.11	0.00753	0.132	8983	ENSG00000127990	94585230	94656209	-	inside	23983	22907	NearestLocation	SGCE	8910
chr3	115234520	115236740	2221	*	6.23	6.77	5.35	1.42	0.00754	0.132	4066	ENSG00000242880	115251196	115285347	+	upstream	-16676	14456	NearestLocation	NA	NA
chr2_KI270715v1_random	91065	91969	905	*	7.07	7.41	6.61	0.8	0.00755	0.132	3130	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
chr6	46533571	46534657	1087	*	4.68	5.48	2.77	2.71	0.00756	0.132	7220	ENSG00000236466	46492052	46532758	+	downstream	41519	813	NearestLocation	NA	NA
chr12	43847459	43848808	1350	*	6.31	6.74	5.68	1.06	0.00759	0.132	1864	ENSG00000139173	43835967	44389762	+	inside	11492	11492	NearestLocation	TMEM117	84216
chr3	181176481	181178562	2082	*	6.48	6.89	5.9	0.99	0.0076	0.132	5677	ENSG00000242140	181146233	181146463	+	downstream	30248	30018	NearestLocation	NA	NA
chr7	84022835	84023403	569	*	5.24	5.77	4.39	1.38	0.00773	0.134	8856	ENSG00000222994	83919602	83919703	-	upstream	-103132	103132	NearestLocation	NA	NA
chr2	77124346	77125001	656	*	4.97	5.56	3.98	1.58	0.00775	0.134	2849	ENSG00000263447	77041778	77041863	-	upstream	-82483	82483	NearestLocation	NA	NA
chr2	122062817	122063686	870	*	5.35	5.91	4.4	1.52	0.00777	0.134	3018	ENSG00000224655	121790444	121796702	+	downstream	272373	266115	NearestLocation	LINC01823	101927801
chr3	175198986	175201233	2248	*	6.08	6.58	5.3	1.28	0.00788	0.136	5074	ENSG00000226779	175234861	175271096	-	downstream	72110	33628	NearestLocation	NA	NA
chr3	171011028	171012568	1541	*	5.88	6.41	5.04	1.37	0.00791	0.136	4467	ENSG00000163581	170996348	171026750	-	inside	15722	14182	NearestLocation	SLC2A2	6514
chr7	42830992	42833538	2547	*	6.65	7.08	6.02	1.06	0.00799	0.137	8777	ENSG00000231539	42829672	42844438	-	inside	13446	1320	NearestLocation	NA	NA
chr6	48014891	48016320	1430	*	6	6.43	5.39	1.05	0.00807	0.138	7378	ENSG00000244694	47878028	48068689	-	inside	53798	52369	NearestLocation	PTCHD4	442213
chr3	71049293	71052593	3301	*	7.43	7.77	6.99	0.78	0.00812	0.139	3695	ENSG00000221382	70878660	70878792	-	upstream	-170501	170501	NearestLocation	NA	NA
chr1	81681039	81682632	1594	*	6.64	7.1	5.96	1.15	0.00821	0.14	721	ENSG00000215875	81721693	81723068	+	upstream	-40654	39061	NearestLocation	NA	NA
chr7	141013105	141014901	1797	*	6.66	7.11	6	1.11	0.00824	0.14	9146	ENSG00000090263	141006054	141015228	-	inside	2123	327	NearestLocation	MRPS33	51650
chr3	178948649	178953410	4762	*	7.22	7.64	6.62	1.02	0.00826	0.14	5564	ENSG00000237978	178526505	178860405	-	upstream	-88244	88244	NearestLocation	NA	NA
chr11	79970795	79972522	1728	*	5.93	6.37	5.3	1.07	0.00826	0.14	1658	ENSG00000279295	79966805	79968708	+	downstream	3990	2087	NearestLocation	NA	NA
chr5	159730531	159732339	1809	*	6.06	6.49	5.46	1.03	0.00828	0.14	6657	ENSG00000254199	159748233	159761061	-	downstream	30530	15894	NearestLocation	NA	NA
chr7	41806528	41807719	1192	*	5.03	5.7	3.77	1.93	0.00834	0.141	8690	ENSG00000236310	41667168	41705335	-	upstream	-101193	101193	NearestLocation	NA	NA
chr1	221957122	221959272	2151	*	5.98	6.48	5.2	1.28	0.00835	0.141	1159	ENSG00000228437	221966341	221984964	+	upstream	-9219	7069	NearestLocation	NA	NA
chr1	65408072	65410043	1972	*	6.4	6.85	5.73	1.12	0.00846	0.142	474	ENSG00000222624	65415816	65416006	+	upstream	-7744	5773	NearestLocation	NA	NA
chr3	169535489	169537457	1969	*	6.37	6.82	5.71	1.1	0.00847	0.142	4367	ENSG00000213178	169483671	169484080	-	upstream	-51409	51409	NearestLocation	NA	NA
chr11	59132493	59133404	912	*	6.69	7.13	6.05	1.08	0.00847	0.142	1630	ENSG00000255381	59142121	59142610	-	downstream	10117	8717	NearestLocation	NA	NA
chr3	172281843	172283309	1467	*	6.6	7	6.07	0.93	0.00852	0.143	4657	ENSG00000279862	172301654	172303052	-	downstream	21209	18345	NearestLocation	NA	NA
chr3	182624781	182627372	2592	*	6.68	7.12	6.04	1.08	0.00854	0.143	5796	ENSG00000228766	182610674	182611414	+	downstream	14107	13367	NearestLocation	NA	NA
chr6	50327421	50328305	885	*	4.85	5.48	3.68	1.81	0.00859	0.143	7474	ENSG00000233470	50514035	50521104	+	upstream	-186614	185730	NearestLocation	NA	NA
chr3	112658948	112659967	1020	*	4.84	5.49	3.62	1.87	0.0086	0.143	3978	ENSG00000091986	112604560	112649530	-	upstream	-9418	9418	NearestLocation	CCDC80	151887
chr6	9179784	9180676	893	*	5.07	5.69	3.97	1.72	0.00862	0.143	6776	ENSG00000225775	9124221	9161777	-	upstream	-18007	18007	NearestLocation	NA	NA
chr3	187116779	187117484	706	*	4.55	5.25	3.13	2.12	0.00862	0.143	5868	ENSG00000163923	187120948	187180908	-	downstream	64129	3464	NearestLocation	RPL39L	116832
chr3	179841307	179842366	1060	*	5.52	6.05	4.67	1.38	0.00868	0.144	5595	ENSG00000243799	179875376	179881609	+	upstream	-34069	33010	NearestLocation	NA	NA
chr1	145539404	145540256	853	*	5.51	5.99	4.8	1.19	0.0087	0.144	1018	ENSG00000275064	145509047	145520594	+	downstream	30357	18810	NearestLocation	NA	NA
chr3	177650432	177654105	3674	*	7.4	7.72	6.98	0.74	0.00896	0.148	5339	ENSG00000236385	177621382	177628287	-	upstream	-22145	22145	NearestLocation	NA	NA
chr7	35472828	35474422	1595	*	5.43	5.92	4.67	1.24	0.00899	0.148	8291	ENSG00000235464	35496021	35510263	-	downstream	37435	21599	NearestLocation	NA	NA
chr3	120470840	120471946	1107	*	6.02	6.45	5.39	1.06	0.00901	0.148	4190	ENSG00000240774	120484171	120484527	-	downstream	13687	12225	NearestLocation	NA	NA
chr7	37826945	37827827	883	*	5.42	5.91	4.68	1.23	0.00902	0.148	8417	ENSG00000225314	37821210	37821610	+	downstream	5735	5335	NearestLocation	NA	NA
chr3	114894572	114896103	1532	*	5.81	6.28	5.11	1.17	0.00914	0.15	4038	ENSG00000239946	114873114	114876514	+	downstream	21458	18058	NearestLocation	ZBTB20-AS3	104413890
chr3	182537462	182539020	1559	*	5.95	6.4	5.29	1.11	0.00915	0.15	5785	ENSG00000244247	182498264	182507124	-	upstream	-30338	30338	NearestLocation	LINC01995	105374244
chr2	84398265	84399138	874	*	4.18	5.01	2.02	3	0.00915	0.15	2930	ENSG00000278669	84374002	84374093	+	downstream	24263	24172	NearestLocation	NA	NA
chr3	100926253	100927927	1675	*	6.12	6.54	5.55	0.99	0.00918	0.15	3761	ENSG00000213431	100910975	100912175	-	upstream	-14078	14078	NearestLocation	NA	NA
chr2	37585922	37589691	3770	*	7.3	7.63	6.87	0.76	0.00919	0.15	2509	ENSG00000236213	37600136	37646698	+	upstream	-14214	10445	NearestLocation	NA	NA
chr7	38215814	38217084	1271	*	5.01	5.77	3.26	2.51	0.0092	0.15	8448	ENSG00000211687	38253380	38253429	-	downstream	37615	36296	NearestLocation	NA	NA
chr3	98189739	98190570	832	*	5.2	5.73	4.35	1.38	0.00921	0.15	3715	ENSG00000249321	98197211	98198138	+	upstream	-7472	6641	NearestLocation	NA	NA
chr11	85828684	85829686	1003	*	4.05	4.88	1.87	3.01	0.00925	0.15	1678	ENSG00000137501	85694224	85811159	-	upstream	-17525	17525	NearestLocation	SYTL2	54843
chr2	84387726	84388752	1027	*	5.66	6.13	4.97	1.16	0.00927	0.15	2929	ENSG00000278669	84374002	84374093	+	downstream	13724	13633	NearestLocation	NA	NA
chr10	91680363	91680955	593	*	6.8	7.22	6.21	1.01	0.00933	0.151	1507	ENSG00000213449	91666780	91667782	-	upstream	-12581	12581	NearestLocation	NA	NA
chr3	174859252	174860152	901	*	6.09	6.5	5.51	1	0.00938	0.151	5018	ENSG00000230497	175059361	175060031	-	downstream	200779	199209	NearestLocation	NA	NA
chr1	77273864	77274522	659	*	4.6	5.26	3.34	1.92	0.0094	0.151	678	ENSG00000278671	77276638	77276747	-	downstream	2883	2116	NearestLocation	NA	NA
chr3	111733085	111736268	3184	*	7.52	7.84	7.11	0.72	0.00941	0.151	3923	ENSG00000144824	111732497	111976517	+	inside	588	588	NearestLocation	PHLDB2	90102
chr3	173445789	173446885	1097	*	5.3	5.91	4.22	1.7	0.00941	0.151	4807	ENSG00000169760	173396284	174286644	+	inside	49505	49505	NearestLocation	NLGN1	22871
chr3	112671788	112673068	1281	*	6.35	6.75	5.79	0.96	0.00943	0.151	3979	ENSG00000091986	112604560	112649530	-	upstream	-22258	22258	NearestLocation	CCDC80	151887
chr17	83241004	83244706	3703	*	5.18	5.8	4.04	1.76	0.00946	0.152	2342	ENSG00000262094	83220527	83227721	-	upstream	-13283	13283	NearestLocation	NA	NA
chr1	65342158	65346750	4593	*	7.67	7.98	7.26	0.71	0.0095	0.152	466	ENSG00000229294	65279456	65306521	-	upstream	-35637	35637	NearestLocation	NA	NA
chr3	174218406	174220323	1918	*	6.93	7.28	6.46	0.82	0.00953	0.152	4928	ENSG00000232601	174302944	174303287	-	downstream	84881	82621	NearestLocation	NA	NA
chr3	177952411	177955868	3458	*	7.12	7.59	6.42	1.17	0.00953	0.152	5390	ENSG00000270321	177954066	177959798	-	overlapEnd	7387	1655	NearestLocation	NA	NA
chr20	52962212	52963273	1062	*	6.34	7.25	3.26	3.99	0.00957	0.152	3258	ENSG00000182463	52972407	53495330	+	upstream	-10195	9134	NearestLocation	TSHZ2	128553
chr1	119686206	119687987	1782	*	6.72	7.15	6.1	1.06	0.00959	0.152	937	ENSG00000092621	119659798	119744215	+	inside	26408	26408	NearestLocation	PHGDH	26227
chr3	172967425	172970311	2887	*	7.21	7.55	6.77	0.78	0.00961	0.152	4725	ENSG00000237501	172830981	172831229	-	upstream	-136196	136196	NearestLocation	NA	NA
chr4	83207259	83209646	2388	*	6.96	7.33	6.46	0.87	0.00964	0.153	6135	ENSG00000250677	83237303	83237444	+	upstream	-30044	27657	NearestLocation	NA	NA
chr3	100615047	100615904	858	*	5.3	5.85	4.38	1.48	0.00967	0.153	3744	ENSG00000144820	100609589	100695479	+	inside	5458	5458	NearestLocation	ADGRG7	84873
chr7	94314846	94317041	2196	*	6.37	6.79	5.78	1.01	0.00969	0.153	8953	ENSG00000164692	94394561	94431232	+	upstream	-79715	77520	NearestLocation	COL1A2	1278
chr6	75272295	75273073	779	*	5.37	5.86	4.61	1.25	0.00969	0.153	7909	ENSG00000112697	75252924	75284968	-	inside	12673	11895	NearestLocation	TMEM30A	55754
chr15	38068619	38070132	1514	*	4.32	5.13	2.29	2.84	0.00972	0.153	2087	ENSG00000236914	38069481	38072959	-	overlapEnd	4340	651	NearestLocation	LINC01852	107984773
chr3	171341765	171344596	2832	*	7.15	7.48	6.72	0.76	0.00972	0.153	4535	ENSG00000222506	171439526	171439627	+	upstream	-97761	94930	NearestLocation	NA	NA
chr3	178046978	178050180	3203	*	6.68	7.19	5.89	1.3	0.00981	0.154	5406	ENSG00000199858	178007672	178007779	-	upstream	-39199	39199	NearestLocation	NA	NA
chr3	178683016	178683934	919	*	5.03	5.7	3.76	1.94	0.00982	0.154	5522	ENSG00000237978	178526505	178860405	-	inside	177389	156511	NearestLocation	NA	NA
chr3	178458243	178460838	2596	*	6.74	7.1	6.27	0.83	0.00983	0.154	5473	ENSG00000252336	178429197	178429290	-	upstream	-28953	28953	NearestLocation	NA	NA
chr3	176442726	176444132	1407	*	6.06	6.63	5.12	1.51	0.00986	0.154	5220	ENSG00000223715	176604143	176635532	-	downstream	192806	160011	NearestLocation	NA	NA
